总台,#genre#
石家庄生活,http://pluslive1.sjzntv.cn/shenghuo/playlist.m3u8
石家庄娱乐,http://pluslive1.sjzntv.cn/yule/playlist.m3u8
保定新闻综合,http://jwcdnqx.hebyun.com.cn/live/jybd/1500k/tzwj_video.m3u8
保定公共频道,http://jwcdnqx.hebyun.com.cn/live/bdxw1/1500k/tzwj_video.m3u8
保定生活健康,http://jwcdnqx.hebyun.com.cn/live/bddst/1500k/tzwj_video.m3u8
承德新闻综合,https://jwliveqxzb.hebyun.com.cn/cdsxwzhtv/cdsxwzhtv.m3u8
承德公共频道,https://jwliveqxzb.hebyun.com.cn/cdsggshtv/cdsggshtv.m3u8
邯郸新闻综合,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel13009/index.m3u8
唐山新闻综合,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel13110/index.m3u8
唐山生活服务,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel13111/index.m3u8
唐山影视,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel13112/index.m3u8
唐山公共,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel13113/index.m3u8
邢台综合,https://jwplay.hebyun.com.cn/live/xttv/1500k/tzwj_video.m3u8
邢台城市生活,https://jwcdnqx.hebyun.com.cn/live/xtcsshpd/1500k/tzwj_video.m3u8
张家口新闻综合,http://nlive.zjkgdcs.com:8091/live/xwzhpd.m3u8
张家口公共频道,http://nlive.zjkgdcs.com:8091/live/zjktv2.m3u8
霸州新闻,http://hbbz.chinashadt.com:2036/live/stream:bzxw.stream/playlist.m3u8
霸州文化,http://hbbz.chinashadt.com:2036/live/stream:bzwh.stream/playlist.m3u8
霸州少儿,http://hbbz.chinashadt.com:2036/live/stream:bzse.stream/playlist.m3u8
昌黎综合,https://jwcdnqx.hebyun.com.cn/live/clzhpd/1500k/tzwj_video.m3u8
定州新闻综合,https://jwcdnqx.hebyun.com.cn/live/xxzhpd/1500k/tzwj_video.m3u8
定州生活,https://jwcdnqx.hebyun.com.cn/live/shpd/1500k/tzwj_video.m3u8
丰宁娱乐,https://jwcdnqx.hebyun.com.cn/live/fengningyulepindao/1500k/tzwj_video.m3u8
鹿泉综合,https://jwcdnqx.hebyun.com.cn/live/luquanyi/1500k/tzwj_video.m3u8
鹿泉二套,https://jwcdnqx.hebyun.com.cn/live/luquaner/1500k/tzwj_video.m3u8
平泉综合,https://jwcdnqx.hebyun.com.cn/live/pqzh/1500k/tzwj_video.m3u8
平泉影视,https://jwcdnqx.hebyun.com.cn/live/pqys/1500k/tzwj_video.m3u8
任丘综合,https://jwcdnqx.hebyun.com.cn/live/rqtv1/1500k/tzwj_video.m3u8
任丘二套,https://jwcdnqx.hebyun.com.cn/live/rqtv2/1500k/tzwj_video.m3u8
望都综合,https://jwcdnqx.hebyun.com.cn/live/wddst/1500k/tzwj_video.m3u8
兴隆综合,https://jwcdnqx.hebyun.com.cn/live/xlzh/1500k/tzwj_video.m3u8
徐水综合,https://jwcdnqx.hebyun.com.cn/live/jiyunxushui123/1500k/tzwj_video.m3u8

河南,#genre#
河南新闻,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41105/index.m3u8
河南电视剧,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41104/index.m3u8
河南都市,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41101/index.m3u8
河南法治,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41103/index.m3u8
河南公共,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41106/index.m3u8
河南民生,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41102/index.m3u8
河南乡村,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41107/index.m3u8
长城铝综合,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41130/index.m3u8
国学频道,#EXTINF:-1 tvg-id="" tvg-name="梨园频道" group-title="河南",梨园频道
文物宝库,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638078a346161/index.m3u8?AuthInfo=toEYVdLfxymUP2l9NZpQI5%2BK6T7j%2FlRm%2BvbM9VO7bA199v9hZiIrZ%2B5X675R6%2FGDjgcqn5UaJ6D814KM9%2FvF7QwvFfeEXMAK7LltfEC%2FKQQ
武术世界,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225508/index.m3u8?fmt=ts2hls
郑州新闻综合,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41112/index.m3u8
安阳新闻综合,https://zhpull.dxhmt.cn/anyang/7e3b40563af54e2f9f48e2c67c5d9fab/playlist.m3u8
安阳文旅,https://zhpull.dxhmt.cn/anyang/24edb37167474b17948c6fbaf09890b8/playlist.m3u8
鹤壁新闻综合,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41118/index.m3u8
济源电视一套,http://live.dxhmt.cn:9081/tv/19001-1.m3u8
焦作新闻综合,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41120/index.m3u8
开封新闻综合,http://live.dxhmt.cn:9081/tv/10200-2.m3u8
开封文化旅游,http://live.dxhmt.cn:9081/tv/10200-3.m3u8
漯河新闻综合,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41123/index.m3u8
洛阳新闻综合,http://wshls.live.migucloud.com/live/C788MHFD_C0/playlist.m3u8
洛阳科教,http://wshls.live.migucloud.com/live/CXGQPXRK_C0/playlist.m3u8
洛阳文旅,http://wshls.live.migucloud.com/live/FJ7Q9PIT_C0/playlist.m3u8
南阳新闻综合,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41127/index.m3u8
平顶山新闻综合,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41116/index.m3u8
濮阳综合,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41121/index.m3u8
三门峡新闻综合,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41124/index.m3u8
商丘新闻综合,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41125/index.m3u8
新乡新闻综合,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41119/index.m3u8
信阳新闻综合,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41128/index.m3u8
许昌综合,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41122/index.m3u8
周口川汇频道,http://117.159.72.12:8081/live/6520562530090312540.m3u8
周口公共频道,http://117.159.72.12:8081/live/8606202505932165833.m3u8
周口教育频道,http://117.159.72.12:8081/live/2548854934748691151.m3u8
驻马店新闻综合频道,http://tvlive.zmdtvw.cn/live/106770611978226682/index.m3u8
驻马店公共频道,http://tvlive.zmdtvw.cn/live/5927138998607870056/index.m3u8
驻马店科教频道,http://tvlive.zmdtvw.cn/live/8395198981051753732/index.m3u8
泌阳新闻综合,http://live.dxhmt.cn:9081/tv/11726-1.m3u8
长垣综合,http://live.dxhmt.cn:9081/tv/10728-1.m3u8
郸城新闻综合,http://live.dxhmt.cn:9081/tv/11625-1.m3u8
登封综合,http://live.dxhmt.cn:9081/tv/10185-1.m3u8
邓州综合,http://live.dxhmt.cn:9081/tv/11381-1.m3u8
方城一套,http://live.dxhmt.cn:9081/tv/11322-1.m3u8
封丘新闻综合,http://live.dxhmt.cn:9081/tv/10727-1.m3u8
扶沟电视台,http://live.dxhmt.cn:9081/tv/11621-1.m3u8
固始综合,http://live.dxhmt.cn:9081/tv/11525-1.m3u8
巩义新闻,http://live.dxhmt.cn:9081/tv/10181-1.m3u8
光山综合,http://live.dxhmt.cn:9081/tv/11522-1.m3u8
滑县一套,http://live.dxhmt.cn:9081/tv/10526-1.m3u8
潢川电视台,http://live.dxhmt.cn:9081/tv/11526-1.m3u8
淮滨综合,http://live.dxhmt.cn:9081/tv/11527-1.m3u8
辉县新闻综合,http://live.dxhmt.cn:9081/tv/10782-1.m3u8
获嘉综合,http://live.dxhmt.cn:9081/tv/10724-1.m3u8
郏县综合,http://live.dxhmt.cn:9081/tv/10425-1.m3u8
兰考新闻频道,http://live.dxhmt.cn:9081/tv/10225-1.m3u8
林州新闻综合,http://live.dxhmt.cn:9081/tv/10581-1.m3u8
临颖综合,http://live.dxhmt.cn:9081/tv/11122-1.m3u8
灵宝综合频道,http://live.dxhmt.cn:9081/tv/11282-1.m3u8
卢氏综合,http://live.dxhmt.cn:9081/tv/11224-1.m3u8
鲁山新闻综合,http://live.dxhmt.cn:9081/tv/10423-1.m3u8
鹿邑综合,http://live.dxhmt.cn:9081/tv/11628-1.m3u8
罗山综合频道,http://live.dxhmt.cn:9081/tv/11521-1.m3u8
栾川综合,http://live.dxhmt.cn:9081/tv/10324-1.m3u8
孟津综合,http://live.dxhmt.cn:9081/tv/10322-2.m3u8
孟州综合,http://live.dxhmt.cn:9081/tv/10883-1.m3u8
渑池新闻综合,http://live.dxhmt.cn:9081/tv/11221-1.m3u8
内黄综合,http://live.dxhmt.cn:9081/tv/10527-1.m3u8
平舆新闻综合,http://live.dxhmt.cn:9081/tv/11723-1.m3u8
淇县电视台,http://live.dxhmt.cn:9081/tv/10622-1.m3u8
杞县新闻综合,http://live.dxhmt.cn:9081/tv/10221-1.m3u8
沁阳综合,http://live.dxhmt.cn:9081/tv/10882-1.m3u8
确山融媒,http://live.dxhmt.cn:9081/tv/11725-1.m3u8
汝阳综合频道,http://live.dxhmt.cn:9081/tv/10326-1.m3u8
商城综合,http://live.dxhmt.cn:9081/tv/11524-1.m3u8
上蔡一套,http://live.dxhmt.cn:9081/tv/11722-1.m3u8
上街电视台,http://live.dxhmt.cn:9081/tv/10106-1.m3u8
沈丘新闻综合,http://live.dxhmt.cn:9081/tv/11624-1.m3u8
嵩县综合新闻,http://live.dxhmt.cn:9081/tv/10325-1.m3u8
遂平综合,http://live.dxhmt.cn:9081/tv/11728-1.m3u8
汤阴综合,http://live.dxhmt.cn:9081/tv/10523-1.m3u8
唐河一套,http://live.dxhmt.cn:9081/tv/11328-1.m3u8
通许综合,http://live.dxhmt.cn:9081/tv/10222-1.m3u8
尉氏电视台,http://live.dxhmt.cn:9081/tv/10223-1.m3u8
温县综合,http://live.dxhmt.cn:9081/tv/10825-1.m3u8
舞钢电视台,http://live.dxhmt.cn:9081/tv/10481-1.m3u8
舞阳新闻综合,http://live.dxhmt.cn:9081/tv/11121-1.m3u8
武陟综合,http://live.dxhmt.cn:9081/tv/10823-1.m3u8
淅川电视台,http://live.dxhmt.cn:9081/tv/11326-1.m3u8
西华电视台,http://live.dxhmt.cn:9081/tv/11622-1.m3u8
西峡综合,http://live.dxhmt.cn:9081/tv/11323-1.m3u8
襄城电视台,http://live.dxhmt.cn:9081/tv/11025-1.m3u8
项城电视台,http://live.dxhmt.cn:9081/tv/11681-1.m3u8
新安综合频道,http://live.dxhmt.cn:9081/tv/10323-1.m3u8
新蔡综合,http://live.dxhmt.cn:9081/tv/11729-1.m3u8
新密综合频道,http://live.dxhmt.cn:9081/tv/10183-2.m3u8
新县综合,http://live.dxhmt.cn:9081/tv/11523-1.m3u8
新乡县综合,http://live.dxhmt.cn:9081/tv/10721-1.m3u8
新野综合频道,http://live.dxhmt.cn:9081/tv/11329-1.m3u8
新郑综合,http://live.dxhmt.cn:9081/tv/10184-1.m3u8
荥阳综合频道,http://live.dxhmt.cn:9081/tv/10182-1.m3u8
浚县综合,http://live.dxhmt.cn:9081/tv/10621-1.m3u8
偃师新闻,http://live.dxhmt.cn:9081/tv/10381-1.m3u8
鄢陵综合,http://live.dxhmt.cn:9081/tv/11024-1.m3u8
延津电视台,http://live.dxhmt.cn:9081/tv/10726-1.m3u8
叶县电视台,http://live.dxhmt.cn:9081/tv/10422-1.m3u8
义马综合,http://live.dxhmt.cn:9081/tv/11281-1.m3u8
宜阳综合,http://live.dxhmt.cn:9081/tv/10327-1.m3u8
永城新闻综合,http://live.dxhmt.cn:9081/tv/11481-1.m3u8
禹州电视台,http://live.dxhmt.cn:9081/tv/11081-1.m3u8
原阳电视台,http://live.dxhmt.cn:9081/tv/10725-1.m3u8
镇平新闻综合,http://live.dxhmt.cn:9081/tv/11324-1.m3u8

黑龙江,#genre#
黑龙江新闻法治,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226330/index.m3u8
黑龙江都市,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226301/index.m3u8
黑龙江农业科教,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226242/index.m3u8
黑龙江少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226304/index.m3u8
黑龙江文体频道,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226239/index.m3u8
黑龙江影视频道,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226298/index.m3u8
哈尔滨新闻综合,http://stream.hrbtv.net/xwzh/sd/live.m3u8
哈尔滨都市资讯,http://stream.hrbtv.net/zxpd/sd/live.m3u8
哈尔滨生活,http://stream.hrbtv.net/shpd/sd/live.m3u8
哈尔滨影视,http://stream.hrbtv.net/yspd/sd/live.m3u8
哈尔滨娱乐,http://stream.hrbtv.net/ylpd/sd/live.m3u8
大庆新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226484/index.m3u8
大兴安岭新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226499/index.m3u8
鹤岗新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226534/index.m3u8
鸡西新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226410/index.m3u8
鸡西安全生活,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226481/index.m3u8
佳木斯新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226451/index.m3u8
齐齐哈尔新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226413/index.m3u8
齐齐哈尔经济法治,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226493/index.m3u8
双鸭山新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226529/index.m3u8
伊春新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226416/index.m3u8
安达综合,https://rmplive.hljtv.com/live/anda.m3u8
拜泉综合,https://rmplive.hljtv.com/live/baiquan.m3u8
宝清综合,https://rmplive.hljtv.com/live/baoqing.m3u8
巴彦综合,https://rmplive.hljtv.com/live/bayan.m3u8
北安综合,https://rmplive.hljtv.com/live/beian.m3u8
宾县综合,https://rmplive.hljtv.com/live/binxian.m3u8
勃利综合,https://rmplive.hljtv.com/live/boli.m3u8
东宁综合,https://rmplive.hljtv.com/live/dongning.m3u8
方正综合,https://rmplive.hljtv.com/live/fangzheng.m3u8
富锦综合,https://rmplive.hljtv.com/live/fujin.m3u8
富裕综合,https://rmplive.hljtv.com/live/fuyu.m3u8
抚远综合,https://rmplive.hljtv.com/live/fuyuan.m3u8
甘南综合,https://rmplive.hljtv.com/live/gannan.m3u8
海林综合,https://rmplive.hljtv.com/live/hailin.m3u8
海伦综合,https://rmplive.hljtv.com/live/hailun.m3u8
鹤岗新闻综合,https://rmplive.hljtv.com/live/hegang.m3u8
黑河新闻综合,https://rmplive.hljtv.com/live/heihe.m3u8
桦川综合,https://rmplive.hljtv.com/live/huachuan.m3u8
虎林综合,https://rmplive.hljtv.com/live/hulin.m3u8
呼玛综合,https://rmplive.hljtv.com/live/huma.m3u8
佳木斯新闻综合,https://rmplive.hljtv.com/live/jiamusi.m3u8
鸡西新闻综合,https://rmplive.hljtv.com/live/jixi.m3u8
克东综合,https://rmplive.hljtv.com/live/kedong.m3u8
克山综合,https://rmplive.hljtv.com/live/keshan.m3u8
兰西综合,https://rmplive.hljtv.com/live/lanxi.m3u8
林甸综合,https://rmplive.hljtv.com/live/lindian.m3u8
林口综合,https://rmplive.hljtv.com/live/linkou.m3u8
龙江综合,https://rmplive.hljtv.com/live/longjiang.m3u8
密山综合,https://rmplive.hljtv.com/live/mishan.m3u8
漠河综合,https://rmplive.hljtv.com/live/mohe.m3u8
穆棱新闻综合,https://rmplive.hljtv.com/live/muleng.m3u8
讷河综合,https://rmplive.hljtv.com/live/nehe.m3u8
嫩江综合,https://rmplive.hljtv.com/live/nenjiang.m3u8
宁安综合,https://rmplive.hljtv.com/live/ningan.m3u8
庆安综合,https://rmplive.hljtv.com/live/qingan.m3u8
青冈综合,https://rmplive.hljtv.com/live/qinggang.m3u8
齐齐哈尔新闻综合,https://rmplive.hljtv.com/live/qiqihaer.m3u8
七台河新闻综合,https://rmplive.hljtv.com/live/qitaihe.m3u8
饶河综合,https://rmplive.hljtv.com/live/raohe.m3u8
尚志综合,https://rmplive.hljtv.com/live/shangzhi.m3u8
绥芬河综合,https://rmplive.hljtv.com/live/suifenhe.m3u8
绥化新闻综合,https://rmplive.hljtv.com/live/suihua.m3u8
绥棱综合,https://rmplive.hljtv.com/live/suileng.m3u8
孙吴综合,https://rmplive.hljtv.com/live/sunwu.m3u8
塔河综合,https://rmplive.hljtv.com/live/tahe.m3u8
泰来综合,https://rmplive.hljtv.com/live/tailai.m3u8
汤原综合,https://rmplive.hljtv.com/live/tangyuan.m3u8
铁力综合,https://rmplive.hljtv.com/live/tieli.m3u8
通河综合,https://rmplive.hljtv.com/live/tonghe.m3u8
同江综合,https://rmplive.hljtv.com/live/tongjiang.m3u8
望奎综合,https://rmplive.hljtv.com/live/wangkui.m3u8
五常综合,https://rmplive.hljtv.com/live/wuchang.m3u8
五大连池综合,https://rmplive.hljtv.com/live/wudalianchi.m3u8
依安综合,https://rmplive.hljtv.com/live/yian.m3u8
伊春综合,https://rmplive.hljtv.com/live/yichun.m3u8
依兰综合,https://rmplive.hljtv.com/live/yilan.m3u8
友谊综合,https://rmplive.hljtv.com/live/youyi.m3u8
肇东综合,https://rmplive.hljtv.com/live/zhaodong.m3u8
肇源综合,https://rmplive.hljtv.com/live/zhaoyuan.m3u8

湖北,#genre#
湖北综合,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638072216f7da/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUUAdKgLqNB5aOAUhcp5CeNLx3R3LdIBdA5q61lut1LwZcw4SC2tJubc%2Bq5t%2F61jvWCtjrJL0x%2BHncPgdmcbBW9I
湖北公共,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6380726d0ee3b/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUUAdKgLqNB5aOAUhcp5CeNKgjpyhD%2FJd6SZjkcHAKXbsjwotAY57dianC4%2ByY7artm7J7F4GFO6G99D0bYMJRxI
湖北教育,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638072a6cbbf6/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUUAdKgLqNB5aOAUhcp5CeNKTFQuOKNd5i0HMa3ydMWIQ6kJ2fBJGJ77BLTXK72CqUYQsX3ZguYt0954s9hfZTfc
湖北经视,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN63807203543e3/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUUAdKgLqNB5aOAUhcp5CeNLVCQ3pDe4nBySab%2B3xPL123aTSCRugzF2ABe36IIJw2evZbYdWUo0ffUw53bflDgU
湖北垄上,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638072463c333/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUUAdKgLqNB5aOAUhcp5CeNL%2Be1h4FfA5QqwJ7IPOz3p2qIS7djSxm17Htd%2FckZkm%2FVqsKHEJFJt26ju9iibzMEo
湖北生活,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638072c62e405/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUUAdKgLqNB5aOAUhcp5CeNKJPodw5BcDirSOw7egztI5bUvJjqPzSNAhrA37GrbRBIAjGQpzP0QmgsmuHnQyd2c
湖北影视,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6380728abccd2/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUUAdKgLqNB5aOAUhcp5CeNKU1xiiKGJYFBZK9RpEkaggogtHJZW6nJQqLppbEYE%2BqJ9kJW%2FMvKldfS2dCii9VSI
荆门新闻综合,http://stream.jmtv.com.cn/xwzh/sd/live.m3u8?zhubd
荆门科教文旅,http://stream.jmtv.com.cn/ggsh/playlist.m3u8
江夏新闻综合,http://59.175.226.142:280/gb28181/xwzh.m3u8
麻城综合,http://119.36.30.199:8888/mctv1.m3u8

湖南,#genre#
湖南爱晚,http://183.204.13.237/61.v.smtcdns.net/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel43080/index.m3u8
湖南电视剧,http://183.204.13.237/61.v.smtcdns.net/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel43030/index.m3u8
湖南电影,http://183.204.13.237/61.v.smtcdns.net/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel43029/index.m3u8
湖南都市,http://183.204.13.237/61.v.smtcdns.net/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel43094/index.m3u8
湖南教育,http://183.204.13.237/61.v.smtcdns.net/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel43021/index.m3u8
湖南经视,http://183.204.13.237/61.v.smtcdns.net/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel43024/index.m3u8
湖南娱乐,http://183.204.13.237/61.v.smtcdns.net/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel43027/index.m3u8
茶频道,http://tvbox.netsite.cc/proxy/1322311734/1322311734.m3u8
金鹰纪实,http://183.204.13.237/61.v.smtcdns.net/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel43087/index.m3u8
金鹰卡通,http://39.134.66.66/PLTV/88888888/224/3221225561/index.m3u8
快乐垂钓,http://tvbox.netsite.cc/proxy/316113716/316113716.m3u8
先锋乒羽,http://tvbox.netsite.cc/proxy/1789306185/1789306185.m3u8
长沙新闻综合,https://liveplay-srs.voc.com.cn/hls/tv/203_10cdf5.m3u8
湘潭新闻综合,http://live.hnxttv.com:9601/live/xwzh/800K/tzwj_video.m3u8
湘潭公共频道,http://live.hnxttv.com:9601/live/dspd/800K/tzwj_video.m3u8
长沙县新闻综合,http://xsds.b.dingtoo.com:80/AppName/StreamName.m3u8
城步电视,https://liveplay-srs.voc.com.cn/hls/tv/169_b4d7a4.m3u8
古丈综合,https://liveplay-srs.voc.com.cn/hls/tv/144_4efb38.m3u8
桂东融媒,https://liveplay-srs.voc.com.cn/hls/tv/174_6ab9f8.m3u8
桂阳综合,https://liveplay-srs.voc.com.cn/hls/tv/7_7c833e.m3u8
衡东电视台,https://liveplay-srs.voc.com.cn/hls/tv/180_60f888.m3u8
衡阳县电视台,https://liveplay-srs.voc.com.cn/hls/tv/183_554704.m3u8
花垣综合,https://liveplay-srs.voc.com.cn/hls/tv/134_d590ee.m3u8
吉首综合,https://liveplay-srs.voc.com.cn/hls/tv/143_70175b.m3u8
嘉禾综合,https://liveplay-srs.voc.com.cn/hls/tv/184_e3af1a.m3u8
靖州综合,https://liveplay-srs.voc.com.cn/hls/tv/34_5156ed.m3u8
蓝山电视,https://liveplay-srs.voc.com.cn/hls/tv/26_370917.m3u8
耒阳电视,https://liveplay-srs.voc.com.cn/hls/tv/27_e9e1e5.m3u8
临武综合,https://liveplay-srs.voc.com.cn/hls/tv/148_feda2f.m3u8
龙山电视,https://liveplay-srs.voc.com.cn/hls/tv/146_f067fe.m3u8
麻阳综合,https://liveplay-srs.voc.com.cn/hls/tv/38_6f397d.m3u8
汨罗综合,https://liveplay-srs.voc.com.cn/hls/tv/166_a4ad1b.m3u8
新化综合,https://liveplay-srs.voc.com.cn/hls/tv/170_49c556.m3u8
新晃综合,https://liveplay-srs.voc.com.cn/hls/tv/23_5d556a.m3u8
新邵综合,https://liveplay-srs.voc.com.cn/hls/tv/171_daca67.m3u8
永兴综合,https://liveplay-srs.voc.com.cn/hls/tv/40_1d0ed0.m3u8
沅江融媒,https://liveplay-srs.voc.com.cn/hls/tv/163_2c7011.m3u8
芷江电视,https://liveplay-srs.voc.com.cn/hls/tv/20_68acda.m3u8
中方台,https://liveplay-srs.voc.com.cn/hls/tv/18_3aa230.m3u8

吉林,#genre#
吉林都市,http://stream1.jlntv.cn/dspd/sd/live.m3u8
吉林公共,http://stream1.jlntv.cn/ggpd/sd/live.m3u8
吉林生活,http://stream1.jlntv.cn/shpd/sd/live.m3u8
吉林乡村,http://stream1.jlntv.cn/xcpd/sd/live.m3u8
吉林影视,http://stream1.jlntv.cn/yspd/sd/live.m3u8
白山公共,http://stream8.jlntv.cn/baishan2/playlist.m3u8
长白山电视台,http://stream8.jlntv.cn/cbstv/sd/live.m3u8
德惠综合,http://stream11.jlntv.cn/dehuitv/sd/live.m3u8
东丰综合,http://stream5.jlntv.cn/df/sd/live.m3u8
敦化一套,http://stream8.jlntv.cn/dhtv/playlist.m3u8
桦甸综合,http://stream10.jlntv.cn/huadian/sd/live.m3u8
珲春新闻综合,http://stream8.jlntv.cn/hctv/sd/live.m3u8
辉南新闻综合,http://stream5.jlntv.cn/hn/sd/live.m3u8
江源综合,http://stream10.jlntv.cn/jiangyuantv/sd/live.m3u8
靖宇综合,http://stream8.jlntv.cn/jytv/sd/live.m3u8
九台综合,http://stream10.jlntv.cn/jiutaitv/sd/live.m3u8
柳河综合,http://stream5.jlntv.cn/lh/sd/live.m3u8
龙井综合,http://stream8.jlntv.cn/ljtv/sd/live.m3u8
磐石综合,http://stream5.jlntv.cn/ps/sd/live.m3u8
舒兰新闻综合,http://stream8.jlntv.cn/shulan/sd/live.m3u8
双辽综合,http://stream5.jlntv.cn/sl/sd/live.m3u8
双阳综合,http://stream11.jlntv.cn/shuangyang/sd/live.m3u8
松原公共,http://stream8.jlntv.cn/sytv2/sd/live.m3u8
通化县综合,http://stream5.jlntv.cn/thx/sd/live.m3u8
汪清综合,http://stream5.jlntv.cn/wq/sd/live.m3u8
永吉综合,http://stream10.jlntv.cn/yongji/sd/live.m3u8

江苏,#genre#
财富天下,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000163/index.m3u8?IAS
优漫卡通,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225656/index.m3u8
南京新闻综合,http://live.nbs.cn/channels/njtv/xwzh/nbs06.m3u8
南京教科,http://live.nbs.cn/channels/njtv/jkpd/nbs06.m3u8
南京生活,http://live.nbs.cn/channels/njtv/shpd/nbs06.m3u8
南京十八,http://live.nbs.cn/channels/njtv/sbpd/500k.m3u8
南京信息,http://live.nbs.cn/channels/njtv/xxpd/500k.m3u8
南京娱乐,http://live.nbs.cn/channels/njtv/ylpd/500k.m3u8
淮安公共,http://live1.habctv.com/ggpdsl/sd/live.m3u8
无线淮安,http://live1.habctv.com/ysylsl/sd/live.m3u8
连云港新闻综合,http://live.lyg1.com/zhpd/sd/live.m3u8
连云港公共频道,http://live.lyg1.com/ggpd/sd/live.m3u8
苏州4K,http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8
苏州新闻综合,https://tylive.kan0512.com/norecord/norecord_csztv1.m3u8
